filename,diff,gamma,#candidates,IRV1,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1,IRV2
Alaska_11082022_HouseDistrict1.csv,[],1,2,"Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""",,"Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan"""
Alaska_11082022_HouseDistrict12.csv,[],1,2,"Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.",,"Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R."
Alaska_11082022_HouseDistrict13.csv,[],1,2,"Josephson, Andy","Josephson, Andy","Josephson, Andy",,"Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy"
Alaska_11082022_HouseDistrict14.csv,[],1,2,"Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.",,"Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S."
Alaska_11082022_HouseDistrict16.csv,[],1,2,"Armstrong, Jennifer ""Jennie""","Armstrong, Jennifer ""Jennie""","Armstrong, Jennifer ""Jennie""",,"Armstrong, Jennifer ""Jennie""","Armstrong, Jennifer ""Jennie""","Armstrong, Jennifer ""Jennie""","Armstrong, Jennifer ""Jennie""","Armstrong, Jennifer ""Jennie"""
Alaska_11082022_HouseDistrict17.csv,[],1,2,"Fields, William Z. ""Zack""","Fields, William Z. ""Zack""","Fields, William Z. ""Zack""",,"Fields, William Z. ""Zack""","Fields, William Z. ""Zack""","Fields, William Z. ""Zack""","Fields, William Z. ""Zack""","Fields, William Z. ""Zack"""
Alaska_11082022_HouseDistrict19.csv,[],1,2,"Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.",,"Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G."
Alaska_11082022_HouseDistrict2.csv,[],1,2,"Himschoot, Rebecca","Himschoot, Rebecca","Himschoot, Rebecca",,"Himschoot, Rebecca","Himschoot, Rebecca","Himschoot, Rebecca","Himschoot, Rebecca","Himschoot, Rebecca"
Alaska_11082022_HouseDistrict21.csv,[],1,2,"Mears, Donna C.","Mears, Donna C.","Mears, Donna C.",,"Mears, Donna C.","Mears, Donna C.","Wolfe, Forrest M.","Wolfe, Forrest M.","Mears, Donna C."
Alaska_11082022_HouseDistrict22.csv,[],1,2,"Wright, Stanley A.","Wright, Stanley A.","Wright, Stanley A.",,"Wright, Stanley A.","Wright, Stanley A.","Wright, Stanley A.","Wright, Stanley A.","Wright, Stanley A."
Alaska_11082022_HouseDistrict23.csv,[],1,2,"Allard, Jamie","Allard, Jamie","Allard, Jamie",,"Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie"
Alaska_11082022_HouseDistrict25.csv,[],1,2,"Johnson, DeLena M.","Johnson, DeLena M.","Johnson, DeLena M.",,"Johnson, DeLena M.","Johnson, DeLena M.","Johnson, DeLena M.","Johnson, DeLena M.","Johnson, DeLena M."
Alaska_11082022_HouseDistrict26.csv,[],1,2,"Tilton, Cathy L.","Tilton, Cathy L.","Tilton, Cathy L.",,"Tilton, Cathy L.","Tilton, Cathy L.","Tilton, Cathy L.","Tilton, Cathy L.","Tilton, Cathy L."
Alaska_11082022_HouseDistrict29.csv,[],1,2,"Rauscher, George","Rauscher, George","Rauscher, George",,"Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George"
Alaska_11082022_HouseDistrict36.csv,[],1,2,"Cronk, Mike","Cronk, Mike","Cronk, Mike",,"Cronk, Mike","Cronk, Mike","Cronk, Mike","Cronk, Mike","Cronk, Mike"
Alaska_11082022_HouseDistrict39.csv,[],1,2,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W.",,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
Alaska_11082022_HouseDistrict4.csv,[],1,2,"Hannan, Sara","Hannan, Sara","Hannan, Sara",,"Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara"
Alaska_11082022_HouseDistrict5.csv,[],1,2,"Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.",,"Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B."
Alaska_11082022_HouseDistrict7.csv,[],1,2,"Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin",,"Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin"
Alaska_11082022_HouseDistrict9.csv,[],1,2,"Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.",,"Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H."
Alaska_11082022_SenateDistrictA.csv,[],1,2,"Stedman, Bert K.","Stedman, Bert K.","Stedman, Bert K.",,"Stedman, Bert K.","Stedman, Bert K.","Stedman, Bert K.","Stedman, Bert K.","Stedman, Bert K."
Alaska_11082022_SenateDistrictF.csv,[],1,2,"Kaufman, James D.","Kaufman, James D.","Kaufman, James D.",,"Kaufman, James D.","Kaufman, James D.","Kaufman, James D.","Kaufman, James D.","Kaufman, James D."
Alaska_11082022_SenateDistrictG.csv,[],1,2,"Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi",,"Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi"
Alaska_11082022_SenateDistrictH.csv,[],1,2,"Claman, Matt","Claman, Matt","Claman, Matt",,"Claman, Matt","Claman, Matt","Costello, Mia","Costello, Mia","Claman, Matt"
Alaska_11082022_SenateDistrictI.csv,[],1,2,"Tobin, LÃ¶ki G.","Tobin, LÃ¶ki G.","Tobin, LÃ¶ki G.",,"Tobin, LÃ¶ki G.","Tobin, LÃ¶ki G.","Tobin, LÃ¶ki G.","Tobin, LÃ¶ki G.","Tobin, LÃ¶ki G."
Alaska_11082022_SenateDistrictK.csv,[],1,2,"Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill",,"Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill"
Alaska_11082022_SenateDistrictL.csv,[],1,2,"Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.",,"Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R."
Alaska_11082022_SenateDistrictM.csv,[],1,2,"Hughes, Shelley","Hughes, Shelley","Hughes, Shelley",,"Hughes, Shelley","Hughes, Shelley","Hughes, Shelley","Hughes, Shelley","Hughes, Shelley"
Alaska_11082022_SenateDistrictO.csv,[],1,2,"Shower, Michael K.","Shower, Michael K.","Shower, Michael K.",,"Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K."
Alaska_11082022_SenateDistrictS.csv,[],1,2,"Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.",,"Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F."
Berkeley_03072017_CityCouncilDistrict4.csv,[],1,2,KATE HARRISON,KATE HARRISON,KATE HARRISON,,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON
Berkeley_11032020_MemberCityCouncilDist6BerkeleyRCV.csv,[],1,2,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF
Berkeley_11042014_CityCouncilDistrict7.csv,[],1,2,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON
Berkeley_11062012_CityCouncilDistrict3.csv,[],1,2,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON
Berkeley_11062012_CityCouncilDistrict5.csv,[],1,2,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI
Berkeley_11062012_CityCouncilDistrict6.csv,[],1,2,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF
Berkeley_11062018_CityAuditor.csv,[],1,2,JENNY WONG,JENNY WONG,JENNY WONG,,JENNY WONG,JENNY WONG,JENNY WONG,JENNY WONG,JENNY WONG
Berkeley_11082016_CityCouncilDistrict5.csv,[],1,2,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN
Burlington_03072023_CityCouncilCentralDistrict.csv,[],1,2,MELO GRANT,MELO GRANT,MELO GRANT,,MELO GRANT,MELO GRANT,MELO GRANT,MELO GRANT,MELO GRANT
Burlington_03072023_CityCouncilEastDistrict.csv,[],1,2,"TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR",,"TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR"
Minneapolis_11022021_CityCouncilWard6.csv,[],1,2,Jamal Osman,Jamal Osman,Jamal Osman,,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman
Minneapolis_11022021_CityCouncilWard8.csv,[],1,2,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
Minneapolis_11022021_ParkBoardDistrict4.csv,[],1,2,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer
Minneapolis_11052013_PRBoardDistrict2.csv,[],1,2,JON OLSON,JON OLSON,JON OLSON,,JON OLSON,JON OLSON,JON OLSON,JON OLSON,JON OLSON
Minneapolis_11052013_PRBoardDistrict6.csv,[],1,2,BRAD BOURN,BRAD BOURN,BRAD BOURN,,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN
Minneapolis_11062009_PRBoardDistrict2.csv,[],1,2,Jon Olson,Jon Olson,Jon Olson,,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson
Minneapolis_11062009_PRBoardDistrict3.csv,[],1,2,Scott Vreeland,Scott Vreeland,Scott Vreeland,,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland
Minneapolis_11062009_Ward2CityCouncil.csv,[],1,2,Cam Gordon,Cam Gordon,Cam Gordon,,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon
Minneapolis_11072017_PRBoardDistrict2.csv,[],1,2,Kale Severson,Kale Severson,Kale Severson,,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson
Minneapolis_11072017_PRBoardDistrict4.csv,[],1,2,Jono Cowgill,Jono Cowgill,Jono Cowgill,,Jono Cowgill,Jono Cowgill,Tom Nordyke,Tom Nordyke,Jono Cowgill
Minneapolis_11072017_Ward13CityCouncil.csv,[],1,2,Linea Palmisano,Linea Palmisano,Linea Palmisano,,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
Minnetonka_11022021_Mayor.csv,[],1,2,Brad Wiersum,Brad Wiersum,Brad Wiersum,,Brad Wiersum,Brad Wiersum,Brad Wiersum,Brad Wiersum,Brad Wiersum
NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,[],1,2,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos
NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,[],1,2,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.
NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,[],1,2,Carlina Rivera,Carlina Rivera,Carlina Rivera,,Carlina Rivera,Carlina Rivera,Carlina Rivera,Carlina Rivera,Carlina Rivera
NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,[],1,2,Robert F. Holden,Robert F. Holden,Robert F. Holden,,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden
NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,[],1,2,Darlene Mealy,Darlene Mealy,Darlene Mealy,,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy
NewYorkCity_06222021_REPBoroughPresidentQueens.csv,[],1,2,219566,219566,219566,,219566,219566,219566,219566,219566
NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,[],1,2,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz
NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,[],1,2,Vickie Paladino,Vickie Paladino,Vickie Paladino,,Vickie Paladino,Vickie Paladino,Vickie Paladino,Vickie Paladino,Vickie Paladino
NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,[],1,2,James F. Reilly,James F. Reilly,James F. Reilly,,James F. Reilly,James F. Reilly,James F. Reilly,James F. Reilly,James F. Reilly
NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,[],1,2,Timothy Rosen,Timothy Rosen,Timothy Rosen,,Timothy Rosen,Timothy Rosen,Timothy Rosen,Timothy Rosen,Timothy Rosen
NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,[],1,2,Joann Ariola,Joann Ariola,Joann Ariola,,Joann Ariola,Joann Ariola,Joann Ariola,Joann Ariola,Joann Ariola
NewYorkCity_06222021_REPMayorCitywide.csv,[],1,2,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa
Oakland_11022010_CityAuditor.csv,[],1,2,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY
Oakland_11022010_CityCouncilDistrict2.csv,[],1,2,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN
Oakland_11022010_SchoolDirectorDistrict4.csv,[],1,2,GARY D. YEE,GARY D. YEE,GARY D. YEE,,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE
Oakland_11032020_CityAttorneyOaklandRCV.csv,[],1,2,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER
Oakland_11042014_CityAuditor.csv,[],1,2,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS
Oakland_11042014_SchoolDirectorDistrict2.csv,[],1,2,AIMEE ENG,AIMEE ENG,AIMEE ENG,,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG
Oakland_11042014_SchoolDirectorDistrict6.csv,[],1,2,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES
Oakland_11062012_CityAttorney.csv,[],1,2,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER
Oakland_11062012_SchoolDirectorDistrict1.csv,[],1,2,JODY LONDON,JODY LONDON,JODY LONDON,,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON
Oakland_11062012_SchoolDirectorDistrict5.csv,[],1,2,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES
Oakland_11062012_SchoolDirectorDistrict7.csv,[],1,2,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
Oakland_11062018_CityAuditor.csv,[],1,2,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY
Oakland_11062018_SchoolDirectorDistrict4.csv,[],1,2,GARY D. YEE,GARY D. YEE,GARY D. YEE,,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE
Oakland_11062018_SchoolDirectorDistrict6.csv,[],1,2,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES
Oakland_11082016_CityCouncilDistrict1.csv,[],1,2,DAN KALB,DAN KALB,DAN KALB,,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB
Oakland_11082016_CityCouncilDistrict3.csv,[],1,2,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,NONI D. SESSION,LYNETTE GIBSON MCELHANEY
Oakland_11082016_CityCouncilDistrict5.csv,[],1,2,NOEL GALLO,NOEL GALLO,NOEL GALLO,,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO
Oakland_11082016_SchoolDirectorDistrict1.csv,[],1,2,JODY LONDON,JODY LONDON,JODY LONDON,,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON
Oakland_11082016_SchoolDirectorDistrict7.csv,[],1,2,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
Oakland_11082022_CityCouncilmemberDistrict4.csv,[],1,2,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.csv,[],1,2,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN
SanFrancisco_11062018_AssessorRecorder.csv,[],1,2,CARMEN CHU,CARMEN CHU,CARMEN CHU,,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU
SanFrancisco_11062018_BoardofSupervisorsDistrict8.csv,[],1,2,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN
SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,[],1,2,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier
SanFrancisco_11082016_BoardofSupervisorsDistrict3.csv,[],1,2,AARON PESKIN,AARON PESKIN,AARON PESKIN,,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,[],1,2,LONDON BREED,LONDON BREED,LONDON BREED,,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED
SanFrancisco_11082022_BoardofSupervisorsD10.csv,[],1,2,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON
SanFrancisco_11082022_BoardofSupervisorsD4.csv,[],1,2,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO
SanFrancisco_11082022_BoardofSupervisorsD8.csv,[],1,2,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN
SanFrancisco_11082022_PublicDefender.csv,[],1,2,MANO RAJU,MANO RAJU,MANO RAJU,,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU
SanLeandro_11022010_CountyCouncilDistrict5.csv,[],1,2,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER
SanLeandro_11032020_MemberCityCouncilDist2SanLeandroRCV.csv,[],1,2,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO
SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,[],1,2,FRED SIMON,FRED SIMON,FRED SIMON,,FRED SIMON,FRED SIMON,FRED SIMON,FRED SIMON,FRED SIMON
SanLeandro_11062012_CountyCouncilDistrict6.csv,[],1,2,JIM PROLA,JIM PROLA,JIM PROLA,,JIM PROLA,JIM PROLA,JIM PROLA,JIM PROLA,JIM PROLA
SanLeandro_11062018_CountyCouncilDistrict3.csv,[],1,2,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.",,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.",LEE THOMAS,LEE THOMAS,"VICTOR AGUILAR, JR."
SanLeandro_11062018_CountyCouncilDistrict5.csv,[],1,2,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ
SanLeandro_11082016_CountyCouncilDistrict2.csv,[],1,2,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ
StLouisPark_11022021_CityCouncilWard2.csv,[],1,2,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag
Alaska_08162022_HouseofRepresentativesSpecial.csv,[],0.9553301,3,"Peltola, Mary S.","Begich, Nick","Peltola, Mary S.",,"Begich, Nick","Peltola, Mary S.","Begich, Nick","Begich, Nick","Peltola, Mary S."
Alaska_11082022_HouseDistrict10.csv,[],0.907753421,3,"Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.",,"Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W."
Alaska_11082022_HouseDistrict11.csv,[],0.928896992,3,"Coulombe, Julie","Coulombe, Julie","Featherly, Walter T.",,"Coulombe, Julie","Featherly, Walter T.","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie"
