Filename,Index,partisan,level,type,candidates,choices,gamma bf,gamma mds,#1 candidate,#2 candidate,#3 candidate,#4 candidate,#5 candidate,bimodality,Ashman_D,Sarle_coefficient,Hartigan_Dip,Amplitude_Ratio,Mode_Distance,stress_value,z_score_gamma_mds,z_score_stress_value
NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.mat,183,NO,LOCAL,R,2.0,3.0,1.0,1.0,94.95798319,40.33613445,,,,0.95537686,1.929954591,0.766275903,0.99122807,0.543875133,0.229229229,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.mat,197,DP,LOCAL,R,2.0,3.0,1.0,1.0,82.01064066,67.76767901,,,,0.850914219,2.6921545,0.858035119,0.999845536,0.836712263,0.248248248,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.mat,207,DP,LOCAL,R,15.0,5.0,,0.315592748,51.41980474,39.24128312,33.05439331,30.39888424,29.82984658,0.215191072,3.706994755,0.253235079,0.99980916,0.49473761,1.317317317,183.3602259,2.4148590430931223,0.08869969376237834
NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.mat,208,DP,LOCAL,R,12.0,5.0,,0.323457395,67.91870715,39.57394711,38.65817826,31.64054848,28.51126347,0.252511409,3.344563948,0.244347382,0.999848117,0.057044045,3.644644645,71.13128041,2.3735915748636622,0.08869985240518785
NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.mat,210,DP,LOCAL,R,9.0,5.0,,0.391103847,55.47837254,43.24908061,38.55583445,33.10373008,32.35070924,0.444546526,3.076825917,0.419800121,0.999855908,0.372502013,2.930930931,39.29381078,2.0186363163828043,0.0886998974094923
NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.mat,211,DP,LOCAL,R,2.0,3.0,1.0,1.0,84.72621122,52.40359716,,,,0.930590939,,,,,,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.mat,212,DP,LOCAL,R,2.0,3.0,1.0,1.0,69.14571816,62.24053406,,,,0.902650489,3.352089833,0.908951368,0.99987423,,,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.mat,224,DP,LOCAL,R,2.0,3.0,1.0,1.0,77.39401415,72.1482828,,,,0.865017372,,,,,,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.mat,235,DP,LOCAL,R,13.0,5.0,,0.326570349,41.47357763,40.65189454,40.40655789,29.58448538,27.26741696,0.458370038,5.69056287,0.312227479,0.999887184,0.532434853,2.294294294,138.9228411,2.3572572460254104,0.08869975657747066
NewYorkCity_06222021_DEMMayorCitywide.mat,236,DP,LOCAL,E,13.0,5.0,,0.347728012,56.42931351,56.16328536,53.52503174,43.74256694,39.39874674,0.219899522,6.61068121,0.089126795,0.999995636,0.005973074,0.912912913,170.5009697,2.24623850791013,0.0886997119397614
NewYorkCity_06222021_REPBoroughPresidentQueens.mat,238,RP,LOCAL,E,2.0,3.0,1.0,1.0,78.69075787,73.17702732,,,,0.84003156,,,,,,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.mat,240,RP,LOCAL,R,2.0,3.0,1.0,1.0,80.79470199,68.87417219,,,,0.793992321,,,,,,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.mat,241,RP,LOCAL,R,2.0,3.0,1.0,1.0,75.88339223,71.64310954,,,,0.859388565,2.497453403,0.85470712,0.999612853,0.979159464,0.237237237,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.mat,242,RP,LOCAL,R,2.0,3.0,1.0,1.0,83.30046022,67.38987508,,,,0.82732997,1.972452613,0.82732997,0.999233716,,,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.mat,243,RP,LOCAL,R,2.0,3.0,1.0,1.0,79.41176471,71.73913043,,,,0.85987139,,,,,,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.mat,244,RP,LOCAL,R,2.0,3.0,1.0,1.0,89.76405274,49.82650937,,,,0.829916625,5.221203547,0.95671117,0.999485332,0.695055542,0.239239239,0.0,1.1763707384752218,0.08869995295381299
NewYorkCity_06222021_REPMayorCitywide.mat,246,RP,LOCAL,E,2.0,3.0,1.0,1.0,86.56744344,63.4359585,,,,0.889586234,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11022010_CityAuditor.mat,247,NO,LOCAL,O,2.0,3.0,1.0,1.0,88.30886295,70.33344331,,,,0.803124395,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11022010_CityCouncilDistrict2.mat,248,NO,LOCAL,E,2.0,3.0,1.0,1.0,83.26587681,67.87107219,,,,0.87346919,2.917913068,0.87346919,0.999888716,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11022010_SchoolDirectorDistrict4.mat,252,NO,LOCAL,B,2.0,3.0,1.0,1.0,87.78771364,67.69141224,,,,0.811283748,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11032020_CityAttorneyOaklandRCV.mat,253,NO,LOCAL,O,2.0,5.0,1.0,1.0,92.84720131,70.68267161,,,,0.896147663,,,,,,9.45e-35,1.1763707384752218,0.08869995295381299
Oakland_11032020_MemberCityCouncilDist7OaklandRCV.mat,258,NO,LOCAL,R,5.0,5.0,0.372714773,0.363446555,77.46600805,72.42959719,69.55746805,67.31170749,63.81320976,0.597338096,2.810256434,0.597338096,0.999855825,0.524370299,0.812812813,8.085247923,2.163759984224845,0.08869994152479668
Oakland_11032020_SchoolDirectorDist7OaklandRCV.mat,262,NO,LOCAL,B,5.0,5.0,0.428322725,0.380991241,75.90446657,75.38218813,68.32598879,66.16070943,65.51874218,0.713971263,3.575929176,0.697621408,0.999841043,0.610390309,0.884884885,7.00104671,2.071699301513866,0.08869994305738461
Oakland_11042014_CityAuditor.mat,263,NO,LOCAL,O,2.0,3.0,1.0,1.0,89.5464804,62.32521781,,,,0.911809311,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11042014_SchoolDirectorDistrict2.mat,268,NO,LOCAL,B,2.0,3.0,1.0,1.0,89.06436742,56.67577258,,,,0.919683909,3.70032799,0.919683909,0.99987308,,,9.520000000000001e-35,1.1763707384752218,0.08869995295381299
Oakland_11042014_SchoolDirectorDistrict6.mat,270,NO,LOCAL,B,2.0,3.0,1.0,1.0,81.05688709,70.55539513,,,,0.852013694,2.56823308,0.852013694,0.99986426,0.841961042,0.248248248,0.0,1.1763707384752218,0.08869995295381299
Oakland_11062012_CityAttorney.mat,271,NO,LOCAL,O,2.0,3.0,1.0,1.0,86.39797719,60.37186705,,,,0.848353954,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11062012_SchoolDirectorDistrict1.mat,277,NO,LOCAL,B,2.0,3.0,1.0,1.0,86.78048967,56.95733547,,,,0.929048396,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11062012_SchoolDirectorDistrict5.mat,279,NO,LOCAL,B,2.0,3.0,1.0,1.0,78.36534086,70.12833349,,,,0.853576222,2.541722203,0.853576222,0.999878758,0.918491978,0.248248248,0.0,1.1763707384752218,0.08869995295381299
Oakland_11062012_SchoolDirectorDistrict7.mat,280,NO,LOCAL,B,2.0,3.0,1.0,1.0,79.57304013,71.16949879,,,,0.854194348,,,,,,4.73e-35,1.1763707384752218,0.08869995295381299
Oakland_11062018_CityAuditor.mat,281,NO,LOCAL,O,2.0,3.0,1.0,1.0,85.76339541,58.62656537,,,,0.880886414,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11062018_SchoolDirectorDistrict4.mat,286,NO,LOCAL,B,2.0,3.0,1.0,1.0,74.66347713,66.58692832,,,,0.866366335,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11062018_SchoolDirectorDistrict6.mat,287,NO,LOCAL,B,2.0,3.0,1.0,1.0,98.83073889,1.817285342,,,,0.989539478,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11082016_CityCouncilDistrict1.mat,288,NO,LOCAL,R,2.0,3.0,1.0,1.0,89.63127699,45.89698962,,,,0.857532245,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11082016_CityCouncilDistrict3.mat,289,NO,LOCAL,R,2.0,3.0,1.0,1.0,75.50599459,74.61647544,,,,0.837360601,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11082016_CityCouncilDistrict5.mat,290,NO,LOCAL,R,2.0,3.0,1.0,1.0,79.30513595,67.52985182,,,,0.86650621,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11082016_SchoolDirectorDistrict1.mat,293,NO,LOCAL,B,2.0,3.0,1.0,1.0,84.3668758,51.66210267,,,,0.945827137,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11082016_SchoolDirectorDistrict7.mat,296,NO,LOCAL,B,2.0,3.0,1.0,1.0,83.35563286,66.53732941,,,,0.837518986,,,,,,0.0,1.1763707384752218,0.08869995295381299
Oakland_11082022_CityCouncilmemberDistrict4.mat,297,NO,LOCAL,R,2.0,5.0,1.0,1.0,85.1938599,65.89074661,,,,0.830971042,,,,,,0.0,1.1763707384752218,0.08869995295381299
Payson_11052019_CityCouncil.mat,303,YES,LOCAL,R,5.0,5.0,0.288008965,0.289503175,92.08068734,90.21292492,87.22450504,82.06948076,78.7075084,0.61742419,2.104686332,0.57733163,0.998148148,0.581334732,0.648648649,6.719948388,2.551756557361427,0.08869994345473511
Portland_06082021_charter_commission_at_large.mat,308,NO,LOCAL,B,11.0,1.0,,0.251224234,60.66507232,59.7767908,59.40097939,52.01002164,49.6298827,0.634732746,4.128600958,0.655772911,0.999257058,0.976275568,2.462462462,104.5023098,2.752614266750657,0.08869980523309838
Portland_06142022_SchoolboardAL.mat,309,NO,LOCAL,B,29.0,7.0,,0.597056841,75.52235453,72.84879802,47.85441474,42.26016625,39.6427769,0.147744118,5.638619492,0.086564727,0.999649,0.999860588,1.122122122,9593457489.0,0.9379573441851713,13.472267249719946
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.mat,333,NO,LOCAL,B,7.0,7.0,0.353935579,0.32177577,71.02317435,69.1626266,66.42891591,59.42330634,58.59583217,0.454556727,2.697408941,0.556506482,0.999893877,0.835789389,1.279279279,20.12991472,2.382415417340173,0.08869992449888797
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.mat,334,NO,LOCAL,B,2.0,3.0,1.0,1.0,99.79846285,0.222032451,,,,0.997732383,,,,,,9.59e-35,1.1763707384752218,0.08869995295381299
SanFrancisco_11062018_AssessorRecorder.mat,350,NO,LOCAL,O,2.0,3.0,1.0,1.0,85.46637676,56.51698494,,,,0.850393497,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanFrancisco_11062018_BoardofSupervisorsDistrict8.mat,355,NO,LOCAL,B,2.0,3.0,1.0,1.0,96.35861675,31.9989528,,,,0.785706078,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanFrancisco_11072006_BoardofSupervisorsDistrict2.mat,357,NO,LOCAL,B,2.0,3.0,1.0,1.0,88.7986298,35.63494005,,,,0.90675487,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanFrancisco_11082016_BoardofSupervisorsDistrict3.mat,368,NO,LOCAL,B,2.0,3.0,1.0,1.0,84.45269434,55.93055087,,,,0.863860792,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanFrancisco_11082016_BoardofSupervisorsDistrict5.mat,369,NO,LOCAL,B,2.0,3.0,1.0,1.0,74.67638527,71.47558568,,,,0.862858734,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanFrancisco_11082022_BoardofSupervisorsD10.mat,372,NO,LOCAL,B,2.0,3.0,1.0,1.0,87.73024361,59.81580511,,,,0.833213157,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanFrancisco_11082022_BoardofSupervisorsD4.mat,373,NO,LOCAL,B,2.0,3.0,1.0,1.0,70.12391345,69.28796005,,,,0.882339558,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanFrancisco_11082022_BoardofSupervisorsD8.mat,375,NO,LOCAL,B,2.0,3.0,1.0,1.0,89.64717856,50.31098044,,,,0.933517632,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanFrancisco_11082022_PublicDefender.mat,377,NO,LOCAL,O,2.0,3.0,1.0,1.0,88.99141135,56.62320776,,,,0.84440145,,,,,,9.900000000000001e-35,1.1763707384752218,0.08869995295381299
SanLeandro_11022010_CountyCouncilDistrict5.mat,379,NO,LOCAL,R,2.0,3.0,1.0,1.0,78.78442074,77.54899529,,,,0.843006467,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanLeandro_11032020_MemberCityCouncilDist2SanLeandroRCV.mat,381,NO,LOCAL,R,2.0,5.0,1.0,1.0,83.83908848,81.28415301,,,,0.824715768,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.mat,382,NO,LOCAL,R,2.0,5.0,1.0,1.0,89.23659923,73.40932706,,,,0.781774237,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanLeandro_11062012_CountyCouncilDistrict6.mat,389,NO,LOCAL,R,2.0,3.0,1.0,1.0,84.96832079,78.07968703,,,,0.819829949,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanLeandro_11062018_CountyCouncilDistrict3.mat,391,NO,LOCAL,R,2.0,3.0,1.0,1.0,81.36197637,78.76262084,,,,0.826330295,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanLeandro_11062018_CountyCouncilDistrict5.mat,392,NO,LOCAL,R,2.0,3.0,1.0,1.0,87.97802481,68.60380274,,,,0.870198689,,,,,,0.0,1.1763707384752218,0.08869995295381299
SanLeandro_11082016_CountyCouncilDistrict2.mat,394,NO,LOCAL,R,2.0,3.0,1.0,1.0,77.28638742,77.09716915,,,,0.834060735,,,,,,0.0,1.1763707384752218,0.08869995295381299
SantaFe_03062018_Mayor.mat,397,NO,LOCAL,E,5.0,5.0,0.371428571,0.280329857,85.44263886,81.11084162,77.39510065,75.54208101,75.31409168,0.817700427,4.998382434,0.757541722,0.999802176,0.21209496,1.98998999,5.498964663,2.599890899452526,0.0886999451806739
StLouisPark_11022021_CityCouncilWard2.mat,400,NO,LOCAL,R,2.0,3.0,1.0,1.0,65.11479592,38.90306122,,,,0.987942502,,,,,,9.76e-35,1.1763707384752218,0.08869995295381299
Vineyard_11052019_CityCouncil.mat,408,NO,LOCAL,R,7.0,7.0,0.200183655,0.168044077,90.35812672,88.42975207,80.99173554,77.22681359,72.81910009,0.339635964,3.702133422,0.348910728,0.993589744,0.234139242,2.18018018,24.57871898,3.1890781647894384,0.08869991821021794
