Index,rank1,rank2,rank3,rank4
VI1032,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1033,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1034,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1035,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1036,AMBER RASMUSSEN,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO
VI1037,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1038,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1039,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO
VI1040,MARDI SIFUENTES,NEF PACHECO,KRISTAL C. PRICE,AMBER RASMUSSEN
VI1041,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1042,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1043,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi
VI1044,MARDI SIFUENTES,skipped,skipped,skipped
VI1045,KRISTAL C. PRICE,MARDI SIFUENTES,skipped,skipped
VI1046,AMBER RASMUSSEN,skipped,skipped,skipped
VI1047,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,skipped
VI1048,AMBER RASMUSSEN,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO
VI1049,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1050,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1051,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,skipped
VI1052,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1053,AMBER RASMUSSEN,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO
VI1054,AMBER RASMUSSEN,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO
VI1055,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1056,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped
VI1057,MARDI SIFUENTES,skipped,skipped,skipped
VI1058,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,uwi
VI1059,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped
VI1060,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped
VI1061,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1062,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1063,KRISTAL C. PRICE,skipped,skipped,skipped
VI1064,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1065,MARDI SIFUENTES,skipped,skipped,skipped
VI1066,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1067,NEF PACHECO,KRISTAL C. PRICE,AMBER RASMUSSEN,MARDI SIFUENTES
VI1068,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1069,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,uwi
VI1070,AMBER RASMUSSEN,AMBER RASMUSSEN,AMBER RASMUSSEN,AMBER RASMUSSEN
VI1071,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1072,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1073,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1074,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1075,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1076,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1077,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1078,NEF PACHECO,AMBER RASMUSSEN,MARDI SIFUENTES,skipped
VI1079,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1080,MARDI SIFUENTES,skipped,skipped,skipped
VI1081,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1082,MARDI SIFUENTES,skipped,AMBER RASMUSSEN,NEF PACHECO
VI1083,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1084,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1085,AMBER RASMUSSEN,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO
VI1086,AMBER RASMUSSEN,MARDI SIFUENTES,skipped,NEF PACHECO
VI1087,AMBER RASMUSSEN,NEF PACHECO,uwi,MARDI SIFUENTES
VI1088,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,uwi
VI1089,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1090,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped
VI1091,MARDI SIFUENTES,skipped,skipped,skipped
VI1092,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1093,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped
VI1094,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,skipped
VI1095,skipped,skipped,skipped,skipped
VI1096,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1097,AMBER RASMUSSEN,KRISTAL C. PRICE,skipped,skipped
VI1098,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi
VI1099,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,skipped
VI1100,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1101,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1102,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1103,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1104,KRISTAL C. PRICE,MARDI SIFUENTES,skipped,skipped
VI1105,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,uwi
VI1106,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1107,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1108,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,KRISTAL C. PRICE
VI1109,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,skipped
VI1110,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1111,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi
VI1112,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,KRISTAL C. PRICE
VI1113,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1114,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1115,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1116,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1117,AMBER RASMUSSEN,NEF PACHECO,KRISTAL C. PRICE,NEF PACHECO
VI1118,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1119,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1120,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,KRISTAL C. PRICE
VI1121,AMBER RASMUSSEN,NEF PACHECO,KRISTAL C. PRICE,MARDI SIFUENTES
VI1122,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1123,MARDI SIFUENTES,AMBER RASMUSSEN,uwi,NEF PACHECO
VI1124,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1125,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,skipped
VI1126,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1127,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,KRISTAL C. PRICE
VI1128,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1129,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1130,uwi,skipped,skipped,overvote
VI1131,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,skipped
VI1132,MARDI SIFUENTES,NEF PACHECO,uwi,AMBER RASMUSSEN
VI1133,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi
VI1134,MARDI SIFUENTES,NEF PACHECO,uwi,AMBER RASMUSSEN
VI1135,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1136,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1137,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi
VI1138,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1139,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1140,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1141,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped
VI1142,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1143,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1144,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1145,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1146,NEF PACHECO,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN
VI1147,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1148,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,uwi
VI1149,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1150,KRISTAL C. PRICE,MARDI SIFUENTES,skipped,skipped
VI1151,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1152,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO
VI1153,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,skipped
VI1154,uwi,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO
VI1155,NEF PACHECO,KRISTAL C. PRICE,AMBER RASMUSSEN,MARDI SIFUENTES
VI1156,MARDI SIFUENTES,skipped,skipped,skipped
VI1157,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1158,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1159,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,skipped
VI1160,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1161,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1162,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1163,MARDI SIFUENTES,AMBER RASMUSSEN,uwi,NEF PACHECO
VI1164,AMBER RASMUSSEN,skipped,skipped,skipped
VI1165,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped
VI1166,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1167,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1168,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped
VI1169,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1170,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped
VI1171,KRISTAL C. PRICE,skipped,skipped,skipped
VI1172,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,uwi
VI1173,KRISTAL C. PRICE,skipped,skipped,skipped
VI1174,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1175,NEF PACHECO,AMBER RASMUSSEN,MARDI SIFUENTES,skipped
VI1176,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1177,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1178,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1179,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped
VI1180,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1181,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1182,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1183,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped
VI1184,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1185,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1186,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1187,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1188,AMBER RASMUSSEN,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO
VI1189,MARDI SIFUENTES,uwi,NEF PACHECO,AMBER RASMUSSEN
VI1190,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1191,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1192,MARDI SIFUENTES,uwi,AMBER RASMUSSEN,NEF PACHECO
VI1193,MARDI SIFUENTES,skipped,skipped,skipped
VI1194,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,uwi
VI1195,NEF PACHECO,AMBER RASMUSSEN,MARDI SIFUENTES,skipped
VI1196,NEF PACHECO,MARDI SIFUENTES,KRISTAL C. PRICE,skipped
VI1197,MARDI SIFUENTES,skipped,skipped,skipped
VI1198,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1199,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE
VI1200,MARDI SIFUENTES,uwi,AMBER RASMUSSEN,NEF PACHECO
VI1201,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped
VI1202,uwi,MARDI SIFUENTES,NEF PACHECO,skipped
VI1203,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,skipped
VI1204,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES
VI1205,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,skipped
VI1206,AMBER RASMUSSEN,MARDI SIFUENTES,uwi,NEF PACHECO
VI1207,NEF PACHECO,AMBER RASMUSSEN,KRISTAL C. PRICE,MARDI SIFUENTES
VI1208,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi
VI1209,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1210,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1211,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1212,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,skipped
VI1213,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1214,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,skipped
VI1215,KRISTAL C. PRICE,skipped,skipped,skipped
VI1216,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1217,MARDI SIFUENTES,MARDI SIFUENTES,NEF PACHECO,skipped
VI1218,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1219,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,KRISTAL C. PRICE
VI1220,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,KRISTAL C. PRICE
VI1221,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1222,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,skipped
VI1223,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,KRISTAL C. PRICE
VI1224,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1225,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1226,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,KRISTAL C. PRICE
VI1227,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1228,NEF PACHECO,KRISTAL C. PRICE,AMBER RASMUSSEN,MARDI SIFUENTES
VI1229,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1230,MARDI SIFUENTES,skipped,skipped,skipped
VI1231,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped
VI1232,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,uwi
VI1233,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1234,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped
VI1235,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,skipped
VI1236,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi
VI1237,KRISTAL C. PRICE,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN
VI1238,AMBER RASMUSSEN,MARDI SIFUENTES,skipped,skipped
VI1239,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,KRISTAL C. PRICE
VI1240,AMBER RASMUSSEN,MARDI SIFUENTES,skipped,skipped
VI1241,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi
VI1242,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1243,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped
VI1244,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,KRISTAL C. PRICE
VI1245,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1246,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1247,MARDI SIFUENTES,skipped,skipped,skipped
VI1248,skipped,MARDI SIFUENTES,skipped,skipped
VI1249,MARDI SIFUENTES,NEF PACHECO,skipped,skipped
VI1250,AMBER RASMUSSEN,NEF PACHECO,MARDI SIFUENTES,skipped
VI1251,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1252,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1253,AMBER RASMUSSEN,uwi,NEF PACHECO,MARDI SIFUENTES
VI1254,MARDI SIFUENTES,KRISTAL C. PRICE,NEF PACHECO,AMBER RASMUSSEN
VI1255,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1256,AMBER RASMUSSEN,uwi,NEF PACHECO,MARDI SIFUENTES
VI1257,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1258,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,skipped
VI1259,MARDI SIFUENTES,AMBER RASMUSSEN,skipped,skipped
VI1260,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,uwi
VI1261,NEF PACHECO,AMBER RASMUSSEN,MARDI SIFUENTES,skipped
VI1262,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1263,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1264,MARDI SIFUENTES,AMBER RASMUSSEN,uwi,NEF PACHECO
VI1265,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1266,MARDI SIFUENTES,skipped,skipped,skipped
VI1267,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO
VI1268,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO
VI1269,MARDI SIFUENTES,KRISTAL C. PRICE,skipped,skipped
VI1270,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,KRISTAL C. PRICE
VI1271,AMBER RASMUSSEN,MARDI SIFUENTES,NEF PACHECO,uwi
VI1272,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,uwi
VI1273,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,skipped
VI1274,MARDI SIFUENTES,skipped,skipped,skipped
VI1275,MARDI SIFUENTES,NEF PACHECO,KRISTAL C. PRICE,AMBER RASMUSSEN
VI1276,MARDI SIFUENTES,skipped,skipped,skipped
VI1277,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1278,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1279,MARDI SIFUENTES,NEF PACHECO,AMBER RASMUSSEN,skipped
VI1280,MARDI SIFUENTES,AMBER RASMUSSEN,KRISTAL C. PRICE,NEF PACHECO
VI1281,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO,skipped
VI1282,MARDI SIFUENTES,KRISTAL C. PRICE,AMBER RASMUSSEN,NEF PACHECO
VI1283,MARDI SIFUENTES,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1284,KRISTAL C. PRICE,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1285,uwi,MARDI SIFUENTES,AMBER RASMUSSEN,NEF PACHECO
VI1286,NEF PACHECO,MARDI SIFUENTES,AMBER RASMUSSEN,skipped
